ID,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
382,156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
383,326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23
384,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
385,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
386,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
387,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
388,166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57
389,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
390,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
391,262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72
392,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
393,153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23
394,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62
395,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
396,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18
397,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47
398,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
399,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
400,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
401,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
402,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
403,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89
404,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09
405,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
406,144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14
407,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54
408,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42
409,155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74
410,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37
411,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
412,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
413,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
414,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6
415,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07
416,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
417,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91
418,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
419,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
420,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
421,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
422,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59
423,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54
424,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76
425,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09
426,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45
427,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5
428,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
429,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
430,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87
431,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
432,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
433,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73
434,155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79
435,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99
436,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23
437,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58
438,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
439,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52
440,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
441,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78
442,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22
443,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
444,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68
445,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56
446,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
447,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
448,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
449,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
450,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
451,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
452,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
453,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
454,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78
455,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71
456,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
457,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38
458,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
459,122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19
460,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66
461,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
462,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
463,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07
464,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
465,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94
466,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84
467,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
468,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04
469,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
470,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
471,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3
472,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
473,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52
474,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
475,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94
476,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
477,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
478,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
479,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
480,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
481,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
482,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15
483,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
484,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
485,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
486,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
487,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
488,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87
489,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39
490,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
491,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99
492,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22
493,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83
494,154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
495,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05
496,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
497,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62
498,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
499,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
500,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
501,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2
502,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
503,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02
504,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2
505,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12
506,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36
507,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
508,162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76
509,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
510,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
511,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23
512,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6
513,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
514,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02
515,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57
516,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
517,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
518,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
519,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1
520,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
521,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
522,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4
523,401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
524,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39
525,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
526,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
527,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44
528,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
529,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
530,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
531,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03
532,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
533,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
534,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02
535,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45
536,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
537,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34
538,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
539,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
540,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
541,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
542,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58
543,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
544,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4
545,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
546,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
547,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29
548,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48
549,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54
550,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
551,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05
552,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
553,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01
554,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44
555,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
556,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22
557,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
558,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0
559,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
560,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
561,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24
562,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
563,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03
564,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
565,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
566,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4
567,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
568,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28
569,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
570,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
571,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77
572,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1
573,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
574,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73
575,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
576,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
577,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68
578,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
579,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5
580,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
581,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
582,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
583,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365,41.05
584,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
585,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
586,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
587,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
588,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18
589,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81
590,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36
591,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
592,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44
593,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74
594,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
595,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6
596,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
597,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
598,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
599,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68
600,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72
601,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
602,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35
603,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9
604,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
605,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
606,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34
607,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15
608,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34
609,356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
610,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08
611,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
612,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
613,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72
614,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
615,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06
616,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54
617,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
618,162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84
619,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24
620,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
621,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4
622,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61
623,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46
624,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29
625,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46
626,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
627,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8
628,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35
629,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
630,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67
631,326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68
632,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
633,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89
634,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
635,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
636,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
637,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95
638,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
639,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75
640,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08
641,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43
642,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
643,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64
644,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9
645,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66
646,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
647,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
648,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34
649,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83
650,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48
651,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84
652,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
653,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89
654,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91
655,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
656,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
657,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
658,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
659,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
660,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28,32.24
661,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
662,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15
663,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2
664,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
665,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66
666,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18
667,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
668,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54
669,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76
670,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
671,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
672,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56
673,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12
674,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
675,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
676,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58
677,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4
678,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2
679,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34
680,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
681,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18
682,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18
683,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
684,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84
685,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
686,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97
687,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
688,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
689,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
690,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3
691,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91
692,233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66
693,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
694,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
695,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
696,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
697,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
698,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86
699,295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23
700,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17
701,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
702,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32
703,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3
704,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
705,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
706,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92
707,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
708,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
709,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8
710,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3
711,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
712,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73
713,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9
714,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
715,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
716,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59
717,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
718,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
719,287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94
720,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
721,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42
722,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
723,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2
724,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
725,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
726,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
727,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
728,132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3
729,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0
730,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59
731,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52
732,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
733,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13
734,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06
735,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85
736,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03
737,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
738,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
739,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27
740,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51
741,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29
742,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
743,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38
744,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38
745,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
746,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64
747,236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63
748,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
749,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57
750,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
751,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
752,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77
753,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
754,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43
755,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
756,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
757,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
758,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
759,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
760,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
761,153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86
762,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
763,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98
764,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86
